text,hashtags
"RT @CakKhum: ""Sekelas BIN percaya penelitian ini, penelitian ini enggak laku kalau di Universitas Sumatera Utara, di buang di tong sampah,""…",
"RT @JH_talk_2_U: Dari zaman bung Karno sampai era pak SBY tidak pernah ada tudingan Mesjid Terpapar Radikal.
Hanya Era rezim Jkw ini ada st…",
"RT @CakKhum: ""Sekelas BIN percaya penelitian ini, penelitian ini enggak laku kalau di Universitas Sumatera Utara, di buang di tong sampah,""…",
"RT @madxvxntx: Sobre a garota que mostrou os peitos no baile. 

Tove Lo 
Júlia Peixoto 
Rihanna 
Bella Hadid 
Rita Ora
ENTRE OUTRAS.

Que m…",
RT @NabilHussein: Let's just agree both of them are prettier than you sorry not sorry https://t.co/uL5GvZtQFq,
HUT BATAN bikin template begini seru juga buat ngeksis di sosmed.,
"RT @Rusydi_riau: ll👉 CATAT.!!!
Hanya Uztad yg Tidak Pro #RezimSontoloyo yg Hanya Di Tuduh Radikal Oelh Peneliti Abal2...

~Ustad Tengku Zul…","RezimSontoloyo, "
RT @NabilHussein: Let's just agree both of them are prettier than you sorry not sorry https://t.co/uL5GvZtQFq,
RT @NabilHussein: Let's just agree both of them are prettier than you sorry not sorry https://t.co/uL5GvZtQFq,
"RT @MbahUyok: Badan ngintel yg pakai studi Agus buat menentukan Masjid Radikal gak malu ditampol ""Ngawurisme"" sama bang Eggy?

#ILCMasjidTe…",
RT @kyallenz: Stop degrading other women just because you want to give one your praise. Don’t ever compliment a woman by insulting another…,
"RT @CakKhum: ""Ustadz² yang di tuduh Radikal ini adalah ustadz² yg tidak setuju dengan rezim yang sedang berkuasa ini, coba kalau besok saya…",
"RT @AzzamAlchairy: Penjelasan pak @ustadtengkuzul singkat, tepat, padat. sehat terus pak ustadz🙏https://t.co/R8tclrw1RH",
Ngaurisme vs Radikalisme 😂,
"RT @dangerousaidil: You started off with ""sorry not sorry"" .... 🅱️🅾️🆖🆗 https://t.co/TyVhZmof0z",
"RT @MasPresidenBaru: Lama², orang Islam pergi ke masjid. Untuk shalat. Untuk ngaji. Juga akan dicap ""radikal"".

Lama², melaksanakan perinta…",
RT @Mirazrinaa: Sorry not sorry scha alyahya prettier than bella hadid https://t.co/qM1b3UQ1Ga,
RT @NabilHussein: Let's just agree both of them are prettier than you sorry not sorry https://t.co/uL5GvZtQFq,
"Beberapa tim berpeluang memastikan diri lolos ke fase gugur Liga Champions dini hari nanti, jadi laga mana yang aka… https://t.co/jw8Myvk14w",
"RT @CakKhum: ""Sekelas BIN percaya penelitian ini, penelitian ini enggak laku kalau di Universitas Sumatera Utara, di buang di tong sampah,""…",
dua dua tak lawa wkwkwkwkwkw,
"#ILCMasjidTerpaparRadikal
Ribut ribut kalian ini cukup di jakarta aja ya jangan ampe nyebar ke daerah daerah laen k… https://t.co/IafwQDKgGt","ILCMasjidTerpaparRadikal, "
"RT @Maulana_Tigor: Gak bosan mendengar paparan dari Ust @ustadtengkuzul .
Apalagi statement terakhir,Jangan pilih Caleg yg pelihara Anjing.…",
"ll👉 Tanggapan Ustadz @ustadtengkuzul Soal Pemahaman Radikal yg Keliru.

Yang Lucunya, Ustad yg Dibilang Radikal Han… https://t.co/lJaJ0mXdT6",
Kenapa @ILCtvone tidak membahas kasus @Dahnilanzar  Padahal berita yang lagi hangat kan berita tersebut. Ada apa de… https://t.co/OrHWBU9OkL,
"Ada yg lg ditatar jg diceramahi sama  Eggi Sudjana ttg radikal jg ideologi , terima kasih pa Eggi S bertambah ilmu… https://t.co/aACB6U1c9x",
RT @Mirazrinaa: Sorry not sorry scha alyahya prettier than bella hadid https://t.co/qM1b3UQ1Ga,
"RT @Futbool_Fotos: Gennaro Gattuso sorprendió el día de ayer a Anna, una abuelita de 100 años que ha apoyado al AC Milán en las buenas (15…",
"RT @degreatiskandar: Dagang mesjid radikal anti klimaks, gak laku. Giliran bicara, ganti jualan jd dagang kampus radikal. Hadeuh, malesin.…",
RT @puneirejang: Bella hadid pon kira rugi jugak mai sini tapi tak terserempak dengan aku,
"RT @putrabanten80: Jika Seseorang Tidak Bisa Menjelaskan Secara Sederhana,
Maka Bisa Jadi Seseorang Itu Belum Mengerti Sepenuhnya
~Albert E…",
"RT @MasPresidenBaru: Kenapa mrk tdk sekalipun menyebut para CINA GARONG super KAKAP:
- Eddy Tansil
- BLBI
- Century
- RSSW
- BusTransJkt
-…",
RT @NabilHussein: Let's just agree both of them are prettier than you sorry not sorry https://t.co/uL5GvZtQFq,
RT @jaiyrhighness: Bella hadid okay tak tu? Macam kena truth or dare je... https://t.co/nWEsHTpHBY,
"RT @RajaPurwa: Guntur Romli dah ngoceh dari A ampe Z,  ehhh ditutup ama @karniilyas , orang yang tidak mampu menjelaskan dengan bahasa sede…",
RT @kyallenz: Stop degrading other women just because you want to give one your praise. Don’t ever compliment a woman by insulting another…,
RT @kyallenz: Stop degrading other women just because you want to give one your praise. Don’t ever compliment a woman by insulting another…,
RT @kyallenz: Stop degrading other women just because you want to give one your praise. Don’t ever compliment a woman by insulting another…,
… Masjid yang dibangun atas landasan takwa sejak hari pertama itu lebih berhak untuk kau jadikan tempat bermukim. D… https://t.co/0GQuSTU8rY,
"RT @RajaPurwa: Calon anggota DPR yang ditembak @ustadtengkuzul :-)

#ILCMasjidTerpaparRadikal https://t.co/h9NdaPcwAx","ILCMasjidTerpaparRadikal, "
